"Site","Monthly","MeanTemp","SDTemp","Year"
"Rakautara","2006/04",14.8592291666667,0.653836937663218,"2006"
"Rakautara","2006/05",12.8028629032258,0.974175561988958,"2006"
"Rakautara","2006/06",10.7241666666667,1.37288311999004,"2006"
"Rakautara","2006/07",9.50077956989247,0.400215052898892,"2006"
"Rakautara","2006/08",9.22628360215054,0.67329377786468,"2006"
"Rakautara","2006/09",10.4123819444444,1.00719328397237,"2006"
"Rakautara","2006/10",11.5663324360700,0.803006183344363,"2006"
"Rakautara","2006/11",13.3104930555556,1.21008903064122,"2006"
"Rakautara","2006/12",14.0748319892473,1.29149724603449,"2006"
"Rakautara","2007/01",15.4401680107527,1.26476380276995,"2007"
"Rakautara","2007/02",16.0992342007435,1.47750184091285,"2007"
"Rakautara","2007/03",16.4220067114094,1.39911751423001,"2007"
"Rakautara","2007/04",14.3052013888889,1.0839440830867,"2007"
"Rakautara","2007/05",12.7740994623656,0.610547613391125,"2007"
"Rakautara","2007/06",10.6852916666667,0.930941925316143,"2007"
"Rakautara","2007/07",9.59901408450704,1.4076344661841,"2007"
"TaurangaHead","2005/07",12.1727678571429,0.375968107145564,"2005"
"TaurangaHead","2005/08",12.0677284946237,0.816338093681521,"2005"
"TaurangaHead","2005/09",12.9575833333333,1.13357607226215,"2005"
"TaurangaHead","2005/10",13.87125,1.71378333287428,"2005"
"TaurangaHead","2005/11",14.8740833333333,1.5928656939091,"2005"
"TaurangaHead","2005/12",17.2379301075269,1.48625186393397,"2005"
"TaurangaHead","2006/01",15.2889537366548,1.36236909300636,"2006"
"TaurangaHead","2006/02",16.180625,1.31200098835615,"2006"
"TaurangaHead","2006/03",14.9750738255034,1.00929303262630,"2006"
"TaurangaHead","2006/04",16.0724375,0.873315053704222,"2006"
"TaurangaHead","2006/05",14.900436827957,0.89523817468658,"2006"
"TaurangaHead","2006/06",13.0404861111111,1.33004434911774,"2006"
"TaurangaHead","2006/07",12.0163239247312,0.735977723207265,"2006"
"TaurangaHead","2006/08",11.8816129032258,0.900300229768057,"2006"
"TaurangaHead","2006/09",12.6174861111111,0.710077612120214,"2006"
"TaurangaHead","2006/10",12.7774764468371,0.894000593811009,"2006"
"TaurangaHead","2006/11",13.8505138888889,1.25676173097841,"2006"
"TaurangaHead","2006/12",13.8995900537634,1.37598219488019,"2006"
"TaurangaHead","2007/01",16.3053091397849,1.50367423968623,"2007"
"TaurangaHead","2007/02",17.0759441087613,1.45100369772507,"2007"
"TaurangaHead","2007/03",15.6534093959732,1.77039581165676,"2007"
"TaurangaHead","2007/04",14.0905347222222,1.02387988196471,"2007"
"TaurangaHead","2007/05",13.9876276881720,0.563437264119098,"2007"
"TaurangaHead","2007/06",11.7274513888889,1.40332072828456,"2007"
"TaurangaHead","2007/07",10.4616400911162,1.39174944593518,"2007"
