Handling Time Coefficients
 'ConLevel' = Constraint Percentage, 'Window'of 0.1 = 2hrs24min
Prey with no 'N' are matched to other species by taxonomy only
"Pred","Prey","N","ConLevel","Window","Type","logIntC","logPredSizeC","logPreySizeC","logTempC","IntC","PredSizeC","PreySizeC","TempC","R2","Sigma","Pvalue"
"Haustrum haustorium","Risellopsis varia",26,0.1,0.1,"Weighted",3.109508,0.095132,0.794239,-0.478679,22.410015,1.099804,2.212757,0.619601,0.124462273657571,1.67968854357215,0.39337569108673
"Haustrum haustorium","Risellopsis varia",33,0.2,0.1,"Unweighted",2.629402,0.248993,0.860138,-0.445464,13.865474,1.282733,2.363487,0.640527,0.136766362436289,0.565732541822479,0.227334331064703
"Haustrum haustorium","Risellopsis varia",33,0.2,0.1,"Weighted",2.851801,0.097999,0.91618,-0.438719,17.31894,1.102961,2.499722,0.644862,0.138431460170362,1.53504555664092,0.221984810249556
"Haustrum haustorium","Risellopsis varia",38,0.3,0.1,"Unweighted",4.040103,-0.176509,0.941255,-0.573038,56.832172,0.838191,2.563195,0.56381,0.106901391436104,0.574470497496395,0.272545705781859
"Haustrum haustorium","Risellopsis varia",38,0.3,0.1,"Weighted",3.65977,-0.187986,0.995781,-0.493701,38.852414,0.828627,2.706836,0.610363,0.109111973504302,1.52733955969921,0.263114822980761
"Haustrum haustorium","Risellopsis varia",51,0.5,0.1,"Unweighted",4.21714,-0.32198,0.926523,-0.494565,67.839155,0.724713,2.525712,0.609836,0.0856326708540666,0.539018357692354,0.235545161368232
"Haustrum haustorium","Risellopsis varia",51,0.5,0.1,"Weighted",3.717064,-0.238078,0.988651,-0.466102,41.14342,0.788142,2.687607,0.627443,0.097703613947618,1.35793327147816,0.180591509749403
"Haustrum haustorium","Risellopsis varia",78,0.8,0.1,"Unweighted",4.738493,-0.413059,0.637902,-0.499732,114.261913,0.661623,1.892506,0.606693,0.087888984662207,0.501816356769967,0.0767367359246256
"Haustrum haustorium","Risellopsis varia",78,0.8,0.1,"Weighted",3.94878,-0.268466,0.825165,-0.456262,51.87206,0.764551,2.282258,0.633648,0.0851075128607069,1.14269669240934,0.0848198569109567
"Haustrum haustorium","Siphonaria australis",32,0.1,0.1,"Unweighted",9.089272,-2.278832,2.725519,-2.040491,8859.73324,0.102404,15.264331,0.129965,0.555739812942256,0.621126793860426,3.86721956511238e-05
"Haustrum haustorium","Siphonaria australis",32,0.1,0.1,"Weighted",6.619733,-1.561368,2.635447,-1.983801,749.745144,0.209849,13.949547,0.137545,0.709727314469173,2.31206759961707,1.11563735694098e-07
"Haustrum haustorium","Siphonaria australis",34,0.2,0.1,"Unweighted",9.242266,-2.470146,2.922173,-2.008965,10324.406517,0.084572,18.581631,0.134127,0.593970186365227,0.612762615558117,4.73565969749679e-06
"Haustrum haustorium","Siphonaria australis",34,0.2,0.1,"Weighted",6.680232,-1.638316,2.709216,-1.964328,796.503887,0.194307,15.01749,0.14025,0.711471933210668,2.27062939565575,3.05794058963471e-08
"Haustrum haustorium","Siphonaria australis",35,0.3,0.1,"Unweighted",9.191096,-2.526686,3.027912,-1.99336,9809.39474,0.079923,20.654066,0.136237,0.582459243763087,0.633841502964833,4.68302880562987e-06
"Haustrum haustorium","Siphonaria australis",35,0.3,0.1,"Weighted",6.667862,-1.652724,2.729249,-1.954969,786.712074,0.191527,15.321378,0.141569,0.707287433196325,2.26675423579242,2.07920652917082e-08
"Haustrum haustorium","Siphonaria australis",39,0.5,0.1,"Unweighted",8.604766,-2.389196,2.894733,-1.81331,5457.609726,0.091703,18.078668,0.163113,0.532542788852414,0.654138622955707,5.98048250077809e-06
"Haustrum haustorium","Siphonaria australis",39,0.5,0.1,"Weighted",6.565639,-1.642541,2.726306,-1.922165,710.265742,0.193488,15.276347,0.14629,0.696957568832362,2.18894228624405,3.43589268148037e-09
"Haustrum haustorium","Siphonaria australis",54,0.8,0.1,"Unweighted",7.936001,-2.093079,2.497836,-1.565969,2796.156959,0.123307,12.156158,0.208885,0.477296703848137,0.599728686622514,3.65181297201644e-07
"Haustrum haustorium","Siphonaria australis",54,0.8,0.1,"Weighted",6.362488,-1.595852,2.686512,-1.859688,579.686929,0.202736,14.680378,0.155721,0.678595605616627,1.91268238873684,2.25863772129742e-12
"Haustrum haustorium","Sypharochiton pelliserpentis",12,0.1,0.1,"Unweighted",3.356677,0.741372,0.138261,-0.937024,28.69369,2.098814,1.148275,0.391792,0.350805235861684,0.40115314066381,0.301340899041751
"Haustrum haustorium","Sypharochiton pelliserpentis",12,0.1,0.1,"Weighted",2.567667,0.675432,0.188412,-0.614227,13.035378,1.964882,1.207331,0.541059,0.303455635226504,1.30580305658852,0.38253402888793
"Haustrum haustorium","Sypharochiton pelliserpentis",17,0.2,0.1,"Unweighted",6.451963,0.026292,0.434018,-1.394211,633.94552,1.02664,1.543447,0.248029,0.565330873655084,0.364133190235905,0.0106607089831534
"Haustrum haustorium","Sypharochiton pelliserpentis",17,0.2,0.1,"Weighted",4.231486,0.33979,0.322228,-0.89905,68.819445,1.404653,1.3802,0.406956,0.34829525005845,1.08452740351688,0.123566111460806
"Haustrum haustorium","Sypharochiton pelliserpentis",22,0.3,0.1,"Unweighted",5.836881,0.098188,0.2174,-1.104467,342.708847,1.10317,1.242841,0.331388,0.334167339284393,0.422859142797157,0.0572299829885599
"Haustrum haustorium","Sypharochiton pelliserpentis",22,0.3,0.1,"Weighted",3.936292,0.453527,0.186912,-0.835067,51.228271,1.573854,1.205521,0.433846,0.254494753427595,1.04519979493431,0.143105568126946
"Haustrum haustorium","Sypharochiton pelliserpentis",29,0.5,0.1,"Unweighted",7.65543,-0.714923,0.365508,-0.898785,2112.082797,0.48923,1.441246,0.407064,0.207501501059939,0.48949615053373,0.115254001368444
"Haustrum haustorium","Sypharochiton pelliserpentis",29,0.5,0.1,"Weighted",5.042761,-0.136829,0.3049,-0.62233,154.897114,0.872119,1.356489,0.536693,0.114904334273160,1.12718831789105,0.374840443564034
"Haustrum haustorium","Sypharochiton pelliserpentis",32,0.8,0.1,"Unweighted",6.678705,-0.462098,0.48037,-0.986249,795.288535,0.629961,1.616673,0.372973,0.222827736337366,0.522290431391775,0.0663715083830184
"Haustrum haustorium","Sypharochiton pelliserpentis",32,0.8,0.1,"Weighted",4.410313,0.131729,0.25724,-0.699903,82.295186,1.140799,1.293355,0.496633,0.134960679575756,1.12796383566854,0.247763870979593
"Haustrum haustorium","Turbo smaragdus",20,0.1,0.1,"Unweighted",3.296815,-0.243579,1.011477,-0.26463,27.026417,0.783817,2.749659,0.76749,0.414890497180986,0.402724125437074,0.0317158977508336
"Haustrum haustorium","Turbo smaragdus",20,0.1,0.1,"Weighted",2.700535,0.879373,0.58408,-1.059922,14.887699,2.40939,1.793341,0.346483,0.149073877550780,2.00042912883426,0.446986217791995
"Haustrum haustorium","Turbo smaragdus",30,0.2,0.1,"Unweighted",3.809932,-0.420339,1.156475,-0.34417,45.147377,0.656824,3.178709,0.708808,0.551522207268753,0.329552448510223,9.4881013405601e-05
"Haustrum haustorium","Turbo smaragdus",30,0.2,0.1,"Weighted",3.214627,0.601849,0.65145,-0.96589,24.893994,1.82549,1.918321,0.380644,0.157175366060492,1.61329561997957,0.209731954170251
"Haustrum haustorium","Turbo smaragdus",37,0.3,0.1,"Unweighted",3.692815,-0.231578,1.072586,-0.469419,40.157733,0.793281,2.922929,0.625365,0.542954934376364,0.308614437114366,8.66325712278737e-06
"Haustrum haustorium","Turbo smaragdus",37,0.3,0.1,"Weighted",3.312372,0.56621,0.670037,-0.97485,27.450168,1.761578,1.954309,0.377249,0.161047748247192,1.43674468277279,0.117582678601055
"Haustrum haustorium","Turbo smaragdus",41,0.5,0.1,"Unweighted",3.848846,-0.210263,1.165217,-0.632857,46.938859,0.810371,3.206617,0.531072,0.520577963327316,0.344509721976493,4.53042259696002e-06
"Haustrum haustorium","Turbo smaragdus",41,0.5,0.1,"Weighted",3.337975,0.537114,0.66849,-0.95126,28.162039,1.711061,1.951289,0.386254,0.153770942457531,1.38597268121606,0.0996625211860345
"Haustrum haustorium","Turbo smaragdus",43,0.8,0.1,"Unweighted",4.048476,-0.227674,1.185904,-0.702187,57.31006,0.796383,3.273644,0.495501,0.52695179174643,0.338399213051029,1.72364421502369e-06
"Haustrum haustorium","Turbo smaragdus",43,0.8,0.1,"Weighted",3.340712,0.537896,0.669691,-0.954197,28.239217,1.7124,1.953634,0.385121,0.154965318216903,1.35005507145258,0.0839735950278901
"Haustrum haustorium","Xenostrobus pulex",1,0.1,0.1,"Mean",3.383712,0,0,0,29.48,0,0,0,NA,NA,NA
"Haustrum haustorium","Xenostrobus pulex",1,0.2,0.1,"Mean",3.383712,0,0,0,29.48,0,0,0,NA,NA,NA
"Haustrum haustorium","Xenostrobus pulex",3,0.3,0.1,"Mean",3.50517,0,0,0,33.446667,0,0,0,NA,0.119944065264534,NA
"Haustrum haustorium","Xenostrobus pulex",3,0.5,0.1,"Mean",3.50517,0,0,0,33.446667,0,0,0,NA,0.119944065264534,NA
"Haustrum haustorium","Xenostrobus pulex",4,0.8,0.1,"Mean",3.578927,0,0,0,36.2625,0,0,0,NA,0.177063140863507,NA
"Haustrum scobina","Austrolittorina cincta",23,0.1,0.1,"Unweighted",5.281805,-0.496863,0.847156,-0.833805,196.724724,0.608436,2.333001,0.434393,0.468497149467849,0.308711442878405,0.00641820840160257
"Haustrum scobina","Austrolittorina cincta",23,0.1,0.1,"Weighted",5.239944,-0.504758,0.841316,-0.806292,188.659501,0.603652,2.319418,0.446511,0.45963671933227,0.987925993158988,0.00745110050309927
"Haustrum scobina","Austrolittorina cincta",26,0.2,0.1,"Unweighted",5.969045,-0.634522,0.990613,-1.030661,391.131787,0.530189,2.692885,0.356771,0.581865679636661,0.311159166676537,0.000207441778778961
"Haustrum scobina","Austrolittorina cincta",26,0.2,0.1,"Weighted",5.438437,-0.544302,0.883769,-0.863984,230.082392,0.580247,2.420004,0.42148,0.491814495538321,0.941350353298693,0.00164941602049273
"Haustrum scobina","Austrolittorina cincta",27,0.3,0.1,"Unweighted",5.287724,-0.4691,0.984742,-0.915759,197.892512,0.625565,2.677122,0.400213,0.515219023406111,0.335451850150237,0.000711018747768355
"Haustrum scobina","Austrolittorina cincta",27,0.3,0.1,"Weighted",5.261101,-0.503187,0.881928,-0.832187,192.693529,0.604601,2.415553,0.435097,0.472495486845188,0.946669486883497,0.00180987799388133
"Haustrum scobina","Austrolittorina cincta",29,0.5,0.1,"Unweighted",5.162868,-0.480998,1.017971,-0.872405,174.66474,0.618166,2.767574,0.417945,0.515674791368586,0.325208681400064,0.000353523317351501
"Haustrum scobina","Austrolittorina cincta",29,0.5,0.1,"Weighted",5.198044,-0.494898,0.892098,-0.820412,180.918058,0.609633,2.440243,0.44025,0.472557033497007,0.912775862937465,0.000988581123645194
"Haustrum scobina","Austrolittorina cincta",37,0.8,0.1,"Unweighted",4.870811,-0.269414,0.874777,-0.890095,130.426593,0.763827,2.39834,0.410617,0.485245380672588,0.352662281617130,5.85982839891308e-05
"Haustrum scobina","Austrolittorina cincta",37,0.8,0.1,"Weighted",5.134665,-0.42312,0.858758,-0.84952,169.807344,0.655,2.360228,0.42762,0.479938121761524,0.85342003655996,6.9065449218364e-05
"Haustrum scobina","Chamaesipho spp",35,0.1,0.1,"Unweighted",8.440491,-0.765237,1.081881,-1.657046,4630.826192,0.465224,2.950224,0.190701,0.679698922736386,0.314962834210932,8.24706467561498e-08
"Haustrum scobina","Chamaesipho spp",35,0.1,0.1,"Weighted",8.655481,-0.750605,1.111398,-1.75928,5741.529932,0.472081,3.038605,0.172169,0.694800470022935,2.84254817977459,3.94058654595852e-08
"Haustrum scobina","Chamaesipho spp",36,0.2,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho spp",36,0.2,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho spp",36,0.3,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho spp",36,0.3,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho spp",37,0.5,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho spp",37,0.5,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Chamaesipho spp",37,0.8,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho spp",37,0.8,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Epopella plicata",1,0.1,0.1,"Mean",3.185526,0,0,0,24.18,0,0,0,NA,NA,NA
"Haustrum scobina","Epopella plicata",1,0.2,0.1,"Mean",3.185526,0,0,0,24.18,0,0,0,NA,NA,NA
"Haustrum scobina","Epopella plicata",1,0.3,0.1,"Mean",3.185526,0,0,0,24.18,0,0,0,NA,NA,NA
"Haustrum scobina","Epopella plicata",1,0.5,0.1,"Mean",3.185526,0,0,0,24.18,0,0,0,NA,NA,NA
"Haustrum scobina","Epopella plicata",1,0.8,0.1,"Mean",3.185526,0,0,0,24.18,0,0,0,NA,NA,NA
"Haustrum scobina","Lasaea rubra hinemoa",1,0.1,0.1,"Mean",1.642873,0,0,0,5.17,0,0,0,NA,NA,NA
"Haustrum scobina","Lasaea rubra hinemoa",1,0.2,0.1,"Mean",1.642873,0,0,0,5.17,0,0,0,NA,NA,NA
"Haustrum scobina","Lasaea rubra hinemoa",1,0.3,0.1,"Mean",1.642873,0,0,0,5.17,0,0,0,NA,NA,NA
"Haustrum scobina","Lasaea rubra hinemoa",1,0.5,0.1,"Mean",1.642873,0,0,0,5.17,0,0,0,NA,NA,NA
"Haustrum scobina","Lasaea rubra hinemoa",1,0.8,0.1,"Mean",1.642873,0,0,0,5.17,0,0,0,NA,NA,NA
"Haustrum scobina","Mytilus galloprovincialis",9,0.1,0.1,"Unweighted",4.80177,-0.079858,0.727167,-0.868053,121.725681,0.923248,2.06921,0.419768,0.577824874163403,0.265896262365425,0.196770020211888
"Haustrum scobina","Mytilus galloprovincialis",9,0.1,0.1,"Weighted",3.341747,-0.285245,0.733573,-0.178622,28.26847,0.75183,2.082508,0.836422,0.614924587350767,0.556511039507783,0.159358122353557
"Haustrum scobina","Mytilus galloprovincialis",14,0.2,0.1,"Unweighted",3.745549,-0.442969,0.926384,-0.354354,42.332247,0.642127,2.525362,0.701626,0.457874157588161,0.225837544132012,0.0936451746487319
"Haustrum scobina","Mytilus galloprovincialis",14,0.2,0.1,"Weighted",3.214235,-0.368209,0.774828,-0.096626,24.884253,0.691973,2.17022,0.907895,0.577729753384543,0.424876313019838,0.0292302431592184
"Haustrum scobina","Mytilus galloprovincialis",14,0.3,0.1,"Unweighted",3.745549,-0.442969,0.926384,-0.354354,42.332247,0.642127,2.525362,0.701626,0.457874157588161,0.225837544132012,0.0936451746487319
"Haustrum scobina","Mytilus galloprovincialis",14,0.3,0.1,"Weighted",3.214235,-0.368209,0.774828,-0.096626,24.884253,0.691973,2.17022,0.907895,0.577729753384543,0.424876313019838,0.0292302431592184
"Haustrum scobina","Mytilus galloprovincialis",17,0.5,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum scobina","Mytilus galloprovincialis",17,0.5,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum scobina","Mytilus galloprovincialis",17,0.8,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum scobina","Mytilus galloprovincialis",17,0.8,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum scobina","Notoacmea spp",10,0.1,0.1,"Unweighted",0.636498,-1.849637,3.325321,0.389011,1.889852,0.157294,27.807933,1.475521,0.639985737977162,0.363531723723019,0.087113704210716
"Haustrum scobina","Notoacmea spp",10,0.1,0.1,"Weighted",0.276182,-1.794739,3.408661,0.411132,1.318087,0.166171,30.224749,1.508525,0.629699111224985,1.25106168290348,0.0942858137020434
"Haustrum scobina","Notoacmea spp",11,0.2,0.1,"Unweighted",1.637618,-1.561589,2.955806,-0.005677,5.142903,0.209803,19.217202,0.994339,0.516458255688255,0.39174938050578,0.144253859128678
"Haustrum scobina","Notoacmea spp",11,0.2,0.1,"Weighted",1.081553,-1.503179,3.09147,0.048292,2.949256,0.222422,22.009401,1.049477,0.526955074816008,1.31454562363988,0.134479063258008
"Haustrum scobina","Notoacmea spp",15,0.3,0.1,"Unweighted",3.130272,-1.216754,2.887016,-0.794042,22.880199,0.29619,17.939691,0.452014,0.279775692392146,0.538397652891504,0.288123583157933
"Haustrum scobina","Notoacmea spp",15,0.3,0.1,"Weighted",1.281815,-1.227272,3.043246,-0.249662,3.603174,0.293091,20.973215,0.779064,0.405977420845124,1.31439184757859,0.113128287313988
"Haustrum scobina","Notoacmea spp",20,0.5,0.1,"Unweighted",1.914972,-0.865932,2.982836,-0.715817,6.786749,0.420659,19.743738,0.488793,0.341012118874523,0.509685321491514,0.0761975577409091
"Haustrum scobina","Notoacmea spp",20,0.5,0.1,"Weighted",1.018588,-1.166832,3.118478,-0.247935,2.769282,0.311352,22.611937,0.78041,0.430823325317775,1.18017487216660,0.0258077351995859
"Haustrum scobina","Notoacmea spp",30,0.8,0.1,"Unweighted",2.605229,-0.889523,2.187233,-0.432836,13.534321,0.410852,8.910524,0.648667,0.233714217601698,0.447435617231758,0.070344062125462
"Haustrum scobina","Notoacmea spp",30,0.8,0.1,"Weighted",1.294133,-1.227593,2.92482,-0.161542,3.647833,0.292997,18.630863,0.850831,0.394683795488839,0.96711124610761,0.00405208714245675
"Haustrum scobina","Risellopsis varia",18,0.1,0.1,"Unweighted",2.268926,-0.178759,0.506074,0.1257,9.669009,0.836308,1.658767,1.133942,0.0546287689521627,0.602576061364399,0.846202497728849
"Haustrum scobina","Risellopsis varia",18,0.1,0.1,"Weighted",2.301877,-0.158609,0.516072,0.086978,9.992925,0.85333,1.675434,1.090873,0.0547337322542436,1.95137344933950,0.845817247468793
"Haustrum scobina","Risellopsis varia",19,0.2,0.1,"Unweighted",2.30378,-0.192424,0.50395,0.124821,10.011954,0.824957,1.655246,1.132946,0.0543426072425567,0.582255952663372,0.83382122481696
"Haustrum scobina","Risellopsis varia",19,0.2,0.1,"Weighted",2.327688,-0.168427,0.514015,0.086249,10.254202,0.844993,1.67199,1.090078,0.0546836267815935,1.88545711889512,0.832476501345503
"Haustrum scobina","Risellopsis varia",19,0.3,0.1,"Unweighted",2.30378,-0.192424,0.50395,0.124821,10.011954,0.824957,1.655246,1.132946,0.0543426072425567,0.582255952663372,0.83382122481696
"Haustrum scobina","Risellopsis varia",19,0.3,0.1,"Weighted",2.327688,-0.168427,0.514015,0.086249,10.254202,0.844993,1.67199,1.090078,0.0546836267815935,1.88545711889512,0.832476501345503
"Haustrum scobina","Risellopsis varia",23,0.5,0.1,"Unweighted",1.358483,-0.096542,0.887226,0.226098,3.890287,0.907972,2.428383,1.253698,0.182505166450072,0.578518987645034,0.269608887899470
"Haustrum scobina","Risellopsis varia",23,0.5,0.1,"Weighted",1.721371,0.016129,0.6486,0.080179,5.592189,1.016259,1.91286,1.083481,0.102338645203567,1.77915520397292,0.55117901950404
"Haustrum scobina","Risellopsis varia",40,0.8,0.1,"Unweighted",1.679928,0.137628,0.308709,0.158593,5.365167,1.147548,1.361666,1.17186,0.077291819411553,0.451172112765360,0.40169066072858
"Haustrum scobina","Risellopsis varia",40,0.8,0.1,"Weighted",1.790884,0.11252,0.427677,0.068149,5.99475,1.119095,1.53369,1.070524,0.073119699108215,1.31919074192259,0.428328935425156
"Haustrum scobina","Xenostrobus pulex",16,0.1,0.1,"Unweighted",5.993518,-1.293339,1.55539,-1.033364,400.822254,0.274353,4.736935,0.355808,0.786906583925436,0.298182450197159,0.000248212590232111
"Haustrum scobina","Xenostrobus pulex",16,0.1,0.1,"Weighted",6.269993,-1.373758,1.519869,-1.045402,528.473838,0.253154,4.571624,0.35155,0.726163927397098,1.06730300769852,0.00108145088517453
"Haustrum scobina","Xenostrobus pulex",25,0.2,0.1,"Unweighted",6.339913,-1.029686,1.362453,-1.2388,566.746903,0.357119,3.905763,0.289732,0.765735457490571,0.286608758925218,8.0856380080263e-07
"Haustrum scobina","Xenostrobus pulex",25,0.2,0.1,"Weighted",6.604841,-1.152249,1.386474,-1.253104,738.662066,0.315925,4.00072,0.285617,0.709053118558517,0.89341508277167,7.60375776831523e-06
"Haustrum scobina","Xenostrobus pulex",30,0.3,0.1,"Unweighted",5.631556,-0.805012,1.223574,-1.065012,279.09606,0.447083,3.399314,0.344724,0.727199780878305,0.280007326681412,1.67556382546508e-07
"Haustrum scobina","Xenostrobus pulex",30,0.3,0.1,"Weighted",6.380626,-1.083303,1.34059,-1.195358,590.296978,0.338476,3.821297,0.302596,0.698414358292531,0.821725216998607,6.06167522287926e-07
"Haustrum scobina","Xenostrobus pulex",37,0.5,0.1,"Unweighted",5.698689,-0.742289,1.185704,-1.11428,298.475727,0.476023,3.27299,0.328152,0.711783810117203,0.262979336423229,4.86790896481182e-09
"Haustrum scobina","Xenostrobus pulex",37,0.5,0.1,"Weighted",6.314511,-1.039786,1.31857,-1.191341,552.531677,0.35353,3.738072,0.303814,0.694663078675852,0.73795041005775,1.24731602824113e-08
"Haustrum scobina","Xenostrobus pulex",45,0.8,0.1,"Unweighted",6.121298,-1.044442,1.245773,-1.046762,455.455612,0.351888,3.47562,0.351073,0.727290393385566,0.265318785925554,1.20948806525689e-11
"Haustrum scobina","Xenostrobus pulex",45,0.8,0.1,"Weighted",6.351298,-1.105903,1.326345,-1.151782,573.236483,0.330912,3.767248,0.316073,0.701248650531998,0.679867638520652,7.71223085394013e-11
"Haustrum haustorium","Atalacmea fragilis",NA,0.1,0.1,"Unweighted",4.695751,-1.164601,2.164318,-1.768755,109.480948,0.312047,8.708664,0.170545,0.788314167008861,0.393107753415691,2.82609775137388e-07
"Haustrum haustorium","Atalacmea fragilis",NA,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07
"Haustrum haustorium","Atalacmea fragilis",NA,0.2,0.1,"Unweighted",4.695751,-1.164601,2.164318,-1.768755,109.480948,0.312047,8.708664,0.170545,0.788314167008861,0.393107753415691,2.82609775137388e-07
"Haustrum haustorium","Atalacmea fragilis",NA,0.2,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07
"Haustrum haustorium","Atalacmea fragilis",NA,0.3,0.1,"Unweighted",5.86503,-1.596968,2.426261,-1.875026,352.492884,0.20251,11.316487,0.153351,0.796967203038668,0.425121251932124,3.8784898848121e-08
"Haustrum haustorium","Atalacmea fragilis",NA,0.3,0.1,"Weighted",5.44055,-1.492018,2.344128,-1.779077,230.568865,0.224918,10.424184,0.168794,0.804404322613586,1.30054111735858,2.53573437802856e-08
"Haustrum haustorium","Atalacmea fragilis",NA,0.5,0.1,"Unweighted",5.920467,-1.645019,2.455371,-1.859387,372.585691,0.193009,11.65076,0.155768,0.81124845310107,0.409568192020059,3.31518190677116e-09
"Haustrum haustorium","Atalacmea fragilis",NA,0.5,0.1,"Weighted",5.482344,-1.521787,2.36177,-1.771808,240.40962,0.218321,10.609713,0.170025,0.81062534740957,1.25060899230200,3.45340089857871e-09
"Haustrum haustorium","Atalacmea fragilis",NA,0.8,0.1,"Unweighted",5.075963,-1.696681,2.472223,-1.481932,160.126359,0.183291,11.848761,0.227198,0.778598856495535,0.413956410448504,3.38307160063778e-12
"Haustrum haustorium","Atalacmea fragilis",NA,0.8,0.1,"Weighted",5.122725,-1.518295,2.364322,-1.642429,167.792038,0.219085,10.636823,0.193509,0.802949786137528,1.10291551270048,3.97570865118269e-13
"Haustrum haustorium","Austrolittorina antipodum",NA,0.1,0.1,"Unweighted",8.51498,-1.821691,1.431528,-1.224204,4988.944788,0.161752,4.185088,0.293991,0.560569836621532,0.368144037267945,3.43815653724988e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.1,0.1,"Weighted",8.686659,-1.855402,1.451905,-1.269778,5923.359324,0.15639,4.271244,0.280894,0.564703683289886,1.22410218851976,2.71109157345961e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.2,0.1,"Unweighted",8.260855,-1.798916,1.433347,-1.149486,3869.401896,0.165478,4.192707,0.3168,0.534970134296821,0.377752296598410,9.8090338074286e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.2,0.1,"Weighted",8.533493,-1.8411,1.452471,-1.225146,5082.169212,0.158643,4.273661,0.293715,0.548979708888571,1.23917654131362,4.48196679769808e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.3,0.1,"Unweighted",8.054698,-1.787301,1.409482,-1.066601,3148.551847,0.167411,4.093835,0.344176,0.533353534724620,0.372273965382784,2.41749309459749e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.3,0.1,"Weighted",8.408191,-1.833111,1.438658,-1.176481,4483.640301,0.159915,4.215034,0.308362,0.547619191456806,1.21030298072964,1.02612318642059e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.5,0.1,"Unweighted",8.021243,-1.726835,1.321386,-1.065504,3044.958905,0.177846,3.748615,0.344554,0.520606056709155,0.366681633030313,1.20706489248334e-09
"Haustrum haustorium","Austrolittorina antipodum",NA,0.5,0.1,"Weighted",8.371033,-1.798311,1.387682,-1.16856,4320.096055,0.165578,4.005555,0.310814,0.540327189231412,1.18177010579820,3.48354234347426e-10
"Haustrum haustorium","Austrolittorina antipodum",NA,0.8,0.1,"Unweighted",7.95134,-1.704949,1.254755,-1.020325,2839.377523,0.181782,3.50698,0.360478,0.52543431563759,0.36242247988323,2.07795780582387e-10
"Haustrum haustorium","Austrolittorina antipodum",NA,0.8,0.1,"Weighted",8.311352,-1.783647,1.356989,-1.142558,4069.810883,0.168024,3.88448,0.319002,0.542353201177726,1.15468376988191,6.60136389996069e-11
"Haustrum haustorium","Buccinulum sp",NA,0.1,0.1,"Unweighted",6.490123,-1.145673,1.631951,-1.13128,658.604155,0.31801,5.113842,0.32262,0.488114595003021,0.370148330320765,0.0116058402289232
"Haustrum haustorium","Buccinulum sp",NA,0.1,0.1,"Weighted",6.059731,-0.952878,1.645429,-1.233439,428.260282,0.38563,5.183233,0.291289,0.494010419474211,1.04557573451161,0.0106297604875030
