Handling Time Coefficients
 'ConLevel' = Constraint Percentage, 'Window'of 0.1 = 2hrs24min
Prey with no 'N' are matched to other species by taxonomy only
"Pred","Prey","N","ConLevel","Window","Type","logIntC","logPredSizeC","logPreySizeC","logTempC","IntC","PredSizeC","PreySizeC","TempC","R2","Sigma","Pvalue"
"Haustrum haustorium","Mytilus galloprovincialis",NA,0.3,0.1,"Weighted",3.214235,-0.368209,0.774828,-0.096626,24.884253,0.691973,2.17022,0.907895,0.577729753384543,0.424876313019838,0.0292302431592184
"Haustrum haustorium","Mytilus galloprovincialis",NA,0.5,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum haustorium","Mytilus galloprovincialis",NA,0.5,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum haustorium","Mytilus galloprovincialis",NA,0.8,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum haustorium","Mytilus galloprovincialis",NA,0.8,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum haustorium","Notoacmea 2spokes",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum haustorium","Notoacmea 2spokes",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum haustorium","Notoacmea 2spokes",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum haustorium","Notoacmea 2spokes",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum haustorium","Notoacmea 2spokes",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum haustorium","Notoacmea 2spokes",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum haustorium","Notoacmea 2spokes",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum haustorium","Notoacmea 2spokes",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum haustorium","Notoacmea 2spokes",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum haustorium","Notoacmea 2spokes",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum haustorium","Notoacmea Black",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum haustorium","Notoacmea Black",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum haustorium","Notoacmea Black",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum haustorium","Notoacmea Black",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum haustorium","Notoacmea Black",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum haustorium","Notoacmea Black",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum haustorium","Notoacmea Black",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum haustorium","Notoacmea Black",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum haustorium","Notoacmea Black",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum haustorium","Notoacmea Black",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum haustorium","Notoacmea Net",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum haustorium","Notoacmea Net",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum haustorium","Notoacmea Net",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum haustorium","Notoacmea Net",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum haustorium","Notoacmea Net",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum haustorium","Notoacmea Net",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum haustorium","Notoacmea Net",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum haustorium","Notoacmea Net",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum haustorium","Notoacmea Net",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum haustorium","Notoacmea Net",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum haustorium","Notoacmea Radialspokes",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum haustorium","Notoacmea daedala",NA,0.1,0.1,"Unweighted",4.695751,-1.164601,2.164318,-1.768755,109.480948,0.312047,8.708664,0.170545,0.788314167008861,0.393107753415691,2.82609775137388e-07
"Haustrum haustorium","Notoacmea daedala",NA,0.1,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07
"Haustrum haustorium","Notoacmea daedala",NA,0.2,0.1,"Unweighted",4.695751,-1.164601,2.164318,-1.768755,109.480948,0.312047,8.708664,0.170545,0.788314167008861,0.393107753415691,2.82609775137388e-07
"Haustrum haustorium","Notoacmea daedala",NA,0.2,0.1,"Weighted",5.146556,-1.393798,2.285831,-1.745596,171.838666,0.248131,9.833857,0.174541,0.799059901434543,1.32493130621898,1.64532070412449e-07
"Haustrum haustorium","Notoacmea daedala",NA,0.3,0.1,"Unweighted",5.86503,-1.596968,2.426261,-1.875026,352.492884,0.20251,11.316487,0.153351,0.796967203038668,0.425121251932124,3.8784898848121e-08
"Haustrum haustorium","Notoacmea daedala",NA,0.3,0.1,"Weighted",5.44055,-1.492018,2.344128,-1.779077,230.568865,0.224918,10.424184,0.168794,0.804404322613586,1.30054111735858,2.53573437802856e-08
"Haustrum haustorium","Notoacmea daedala",NA,0.5,0.1,"Unweighted",5.920467,-1.645019,2.455371,-1.859387,372.585691,0.193009,11.65076,0.155768,0.81124845310107,0.409568192020059,3.31518190677116e-09
"Haustrum haustorium","Notoacmea daedala",NA,0.5,0.1,"Weighted",5.482344,-1.521787,2.36177,-1.771808,240.40962,0.218321,10.609713,0.170025,0.81062534740957,1.25060899230200,3.45340089857871e-09
"Haustrum haustorium","Notoacmea daedala",NA,0.8,0.1,"Unweighted",5.075963,-1.696681,2.472223,-1.481932,160.126359,0.183291,11.848761,0.227198,0.778598856495535,0.413956410448504,3.38307160063778e-12
"Haustrum haustorium","Notoacmea daedala",NA,0.8,0.1,"Weighted",5.122725,-1.518295,2.364322,-1.642429,167.792038,0.219085,10.636823,0.193509,0.802949786137528,1.10291551270048,3.97570865118269e-13
"Haustrum haustorium","Paratrophon patens",NA,0.1,0.1,"Unweighted",6.490123,-1.145673,1.631951,-1.13128,658.604155,0.31801,5.113842,0.32262,0.488114595003021,0.370148330320765,0.0116058402289232
"Haustrum haustorium","Paratrophon patens",NA,0.1,0.1,"Weighted",6.059731,-0.952878,1.645429,-1.233439,428.260282,0.38563,5.183233,0.291289,0.494010419474211,1.04557573451161,0.0106297604875030
"Haustrum haustorium","Paratrophon patens",NA,0.2,0.1,"Unweighted",7.738714,-1.154333,1.31655,-1.254165,2295.517965,0.315268,3.730529,0.285314,0.49119464406549,0.376808617778025,9.29278057795191e-05
"Haustrum haustorium","Paratrophon patens",NA,0.2,0.1,"Weighted",7.01329,-0.904555,1.355768,-1.368289,1111.304944,0.404722,3.87974,0.254542,0.46631131099801,0.93599826461518,0.000190361251995119
"Haustrum haustorium","Paratrophon patens",NA,0.3,0.1,"Unweighted",7.452254,-1.04905,1.270874,-1.245014,1723.744233,0.35027,3.563967,0.287937,0.482907387378506,0.350242009919013,9.40021351203413e-06
"Haustrum haustorium","Paratrophon patens",NA,0.3,0.1,"Weighted",6.955485,-0.890176,1.334394,-1.345623,1048.886814,0.410583,3.797695,0.260377,0.46312625080708,0.843120221158215,1.91800711553114e-05
"Haustrum haustorium","Paratrophon patens",NA,0.5,0.1,"Unweighted",7.867556,-1.235383,1.440994,-1.363537,2611.174837,0.290723,4.224895,0.255755,0.482374192527849,0.373478688751903,7.98577224347952e-08
"Haustrum haustorium","Paratrophon patens",NA,0.5,0.1,"Weighted",7.589021,-1.052272,1.381785,-1.44132,1976.376888,0.349144,3.982003,0.236615,0.466803355437488,0.816416617571356,1.75077154329628e-07
"Haustrum haustorium","Paratrophon patens",NA,0.8,0.1,"Unweighted",8.609606,-1.556752,1.453979,-1.28087,5484.084957,0.21082,4.28011,0.277795,0.428666141318170,0.41537984539053,6.13890915879267e-09
"Haustrum haustorium","Paratrophon patens",NA,0.8,0.1,"Weighted",8.224624,-1.32091,1.404753,-1.380846,3731.718293,0.266892,4.074519,0.251366,0.444810435994493,0.798986473477901,2.19419726832371e-09
"Haustrum haustorium","Plaxiphora obtecta",NA,0.1,0.1,"Unweighted",5.966859,-2.530432,2.233858,0.129185,390.277831,0.079625,9.335814,1.137901,0.424262242253787,0.52349328109257,0.0361150618835399
"Haustrum haustorium","Plaxiphora obtecta",NA,0.1,0.1,"Weighted",5.573576,-2.404209,2.082368,0.232602,263.374325,0.090337,8.023448,1.26188,0.405254486955182,1.74559078309661,0.045274052499894
"Haustrum haustorium","Plaxiphora obtecta",NA,0.2,0.1,"Unweighted",5.935321,-2.578428,2.267731,0.171974,378.1613,0.075893,9.657465,1.187647,0.467906446647059,0.507365758020257,0.0155543922631400
"Haustrum haustorium","Plaxiphora obtecta",NA,0.2,0.1,"Weighted",5.561674,-2.424032,2.096012,0.250156,260.258222,0.088564,8.133668,1.284226,0.419036163572372,1.69109560478183,0.0300783992134692
"Haustrum haustorium","Plaxiphora obtecta",NA,0.3,0.1,"Unweighted",5.894021,-2.301465,1.998896,0.062896,362.861258,0.100112,7.380907,1.064916,0.468006775756434,0.503152565777839,0.0116145244649628
"Haustrum haustorium","Plaxiphora obtecta",NA,0.3,0.1,"Weighted",5.539958,-2.348287,2.026824,0.220847,254.667349,0.095533,7.589939,1.247132,0.421832662812414,1.64804512611824,0.0226069317709583
"Haustrum haustorium","Plaxiphora obtecta",NA,0.5,0.1,"Unweighted",5.781033,-2.42639,2.053285,0.213278,324.093718,0.088355,7.793462,1.237728,0.491435960082766,0.489926062125168,0.00430494237888412
"Haustrum haustorium","Plaxiphora obtecta",NA,0.5,0.1,"Weighted",5.560408,-2.377015,2.042249,0.23645,259.928834,0.092827,7.707926,1.266744,0.427912675833435,1.56579402749828,0.0124433928886238
"Haustrum haustorium","Plaxiphora obtecta",NA,0.8,0.1,"Unweighted",6.698553,-2.176063,1.84828,-0.238539,811.23087,0.113487,6.348892,0.787778,0.46468919728077,0.4826118476732,0.00382297521798192
"Haustrum haustorium","Plaxiphora obtecta",NA,0.8,0.1,"Weighted",5.894865,-2.282518,1.961409,0.071125,363.16785,0.102027,7.109336,1.073716,0.415550553068202,1.50720966256742,0.00917879936212462
"Haustrum haustorium","Thoristella chathamensis",NA,0.1,0.1,"Unweighted",10.644088,-2.82593,2.590362,-1.612427,41943.890029,0.059254,13.334592,0.199403,0.753461448647956,0.484572201231186,1.49588808007195e-09
"Haustrum haustorium","Thoristella chathamensis",NA,0.1,0.1,"Weighted",10.807931,-2.798728,2.550256,-1.677168,49411.113518,0.060887,12.810382,0.186902,0.744622909502373,1.65249506773343,2.56828514011431e-09
"Haustrum haustorium","Thoristella chathamensis",NA,0.2,0.1,"Unweighted",9.432269,-2.570972,2.514041,-1.421998,12484.824453,0.076461,12.354752,0.241232,0.706713627899758,0.515220523278178,3.55291551734638e-09
"Haustrum haustorium","Thoristella chathamensis",NA,0.2,0.1,"Weighted",10.398293,-2.735329,2.527669,-1.587473,32803.580126,0.064873,12.52428,0.204442,0.736099689918301,1.62313595921332,6.01570571134857e-10
"Haustrum haustorium","Thoristella chathamensis",NA,0.3,0.1,"Unweighted",8.689254,-2.243502,2.347304,-1.43265,5938.752999,0.106086,10.457341,0.238676,0.677722720098725,0.527786237707926,1.89331417210781e-09
"Haustrum haustorium","Thoristella chathamensis",NA,0.3,0.1,"Weighted",10.12721,-2.599759,2.436547,-1.591047,25014.471415,0.074291,11.43349,0.203712,0.723401555482731,1.58689876718037,1.06951225653518e-10
"Haustrum haustorium","Thoristella chathamensis",NA,0.5,0.1,"Unweighted",8.712872,-2.295965,2.3197,-1.349229,6080.678311,0.100664,10.172627,0.25944,0.704982493112518,0.495713622646208,2.98283620026041e-12
"Haustrum haustorium","Thoristella chathamensis",NA,0.5,0.1,"Weighted",9.985493,-2.55124,2.39752,-1.56944,21709.241044,0.077985,10.995872,0.208162,0.72646207735498,1.46026116957944,5.31685806492987e-13
"Haustrum haustorium","Thoristella chathamensis",NA,0.8,0.1,"Unweighted",8.295917,-2.252622,2.243047,-1.197415,4007.474649,0.105123,9.421996,0.301974,0.703342524201728,0.450868559107069,0
"Haustrum haustorium","Thoristella chathamensis",NA,0.8,0.1,"Weighted",9.600434,-2.457804,2.344287,-1.505761,14771.192497,0.085623,10.425836,0.221848,0.72196851152378,1.28016408368982,0
"Haustrum haustorium","Trimusculus conicus",NA,0.1,0.1,"Unweighted",8.630605,-1.454751,1.648118,-2.001003,5600.463966,0.233459,5.197188,0.1352,0.59687810851997,0.683071052166822,1.76930641360151e-06
"Haustrum haustorium","Trimusculus conicus",NA,0.1,0.1,"Weighted",8.6633,-1.494629,1.647465,-1.972765,5786.598956,0.224332,5.193797,0.139072,0.616139591711522,2.11933556349152,8.20079852914546e-07
"Haustrum haustorium","Trimusculus conicus",NA,0.2,0.1,"Unweighted",8.319975,-1.605895,1.93137,-1.924607,4105.058004,0.20071,6.898957,0.145933,0.596203098122257,0.663663692452614,5.35528219547388e-08
"Haustrum haustorium","Trimusculus conicus",NA,0.2,0.1,"Weighted",8.477194,-1.560112,1.797844,-1.941032,4803.951121,0.210112,6.036619,0.143556,0.610506040920942,2.00047650160572,2.63206256789772e-08
"Haustrum haustorium","Trimusculus conicus",NA,0.3,0.1,"Unweighted",7.688498,-1.627754,1.951775,-1.641717,2183.09314,0.19637,7.041173,0.193647,0.501152635128868,0.7235702054491,4.49043322525711e-07
"Haustrum haustorium","Trimusculus conicus",NA,0.3,0.1,"Weighted",8.175086,-1.582523,1.860282,-1.847386,3551.359127,0.205456,6.425546,0.157649,0.585196504178265,1.95896132046890,6.92796064960532e-09
"Haustrum haustorium","Trimusculus conicus",NA,0.5,0.1,"Unweighted",6.439634,-1.541582,2.104122,-1.406339,626.177384,0.214042,8.199904,0.245039,0.463614346082662,0.719071642607635,1.51439520812424e-07
"Haustrum haustorium","Trimusculus conicus",NA,0.5,0.1,"Weighted",8.000258,-1.555359,1.867147,-1.814138,2981.727205,0.211114,6.469811,0.162978,0.570609778837049,1.84846751379222,3.67453845129262e-10
"Haustrum haustorium","Trimusculus conicus",NA,0.8,0.1,"Unweighted",6.905265,-1.432286,1.635392,-1.257437,997.51269,0.238762,5.131469,0.284382,0.372639947076699,0.623409044738068,4.60509053112901e-09
"Haustrum haustorium","Trimusculus conicus",NA,0.8,0.1,"Weighted",8.002267,-1.559794,1.756273,-1.689304,2987.723876,0.210179,5.790817,0.184648,0.526935019857275,1.53712128630636,1.90958360235527e-14
"Haustrum haustorium","UNID Chiton",NA,0.1,0.1,"Unweighted",5.966859,-2.530432,2.233858,0.129185,390.277831,0.079625,9.335814,1.137901,0.424262242253787,0.52349328109257,0.0361150618835399
"Haustrum haustorium","UNID Chiton",NA,0.1,0.1,"Weighted",5.573576,-2.404209,2.082368,0.232602,263.374325,0.090337,8.023448,1.26188,0.405254486955182,1.74559078309661,0.045274052499894
"Haustrum haustorium","UNID Chiton",NA,0.2,0.1,"Unweighted",5.935321,-2.578428,2.267731,0.171974,378.1613,0.075893,9.657465,1.187647,0.467906446647059,0.507365758020257,0.0155543922631400
"Haustrum haustorium","UNID Chiton",NA,0.2,0.1,"Weighted",5.561674,-2.424032,2.096012,0.250156,260.258222,0.088564,8.133668,1.284226,0.419036163572372,1.69109560478183,0.0300783992134692
"Haustrum haustorium","UNID Chiton",NA,0.3,0.1,"Unweighted",5.894021,-2.301465,1.998896,0.062896,362.861258,0.100112,7.380907,1.064916,0.468006775756434,0.503152565777839,0.0116145244649628
"Haustrum haustorium","UNID Chiton",NA,0.3,0.1,"Weighted",5.539958,-2.348287,2.026824,0.220847,254.667349,0.095533,7.589939,1.247132,0.421832662812414,1.64804512611824,0.0226069317709583
"Haustrum haustorium","UNID Chiton",NA,0.5,0.1,"Unweighted",5.781033,-2.42639,2.053285,0.213278,324.093718,0.088355,7.793462,1.237728,0.491435960082766,0.489926062125168,0.00430494237888412
"Haustrum haustorium","UNID Chiton",NA,0.5,0.1,"Weighted",5.560408,-2.377015,2.042249,0.23645,259.928834,0.092827,7.707926,1.266744,0.427912675833435,1.56579402749828,0.0124433928886238
"Haustrum haustorium","UNID Chiton",NA,0.8,0.1,"Unweighted",6.698553,-2.176063,1.84828,-0.238539,811.23087,0.113487,6.348892,0.787778,0.46468919728077,0.4826118476732,0.00382297521798192
"Haustrum haustorium","UNID Chiton",NA,0.8,0.1,"Weighted",5.894865,-2.282518,1.961409,0.071125,363.16785,0.102027,7.109336,1.073716,0.415550553068202,1.50720966256742,0.00917879936212462
"Haustrum haustorium","UNID Notoacmea",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum haustorium","UNID Notoacmea",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum haustorium","UNID Notoacmea",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum haustorium","UNID Notoacmea",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum haustorium","UNID Notoacmea",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum haustorium","UNID Notoacmea",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum haustorium","UNID Notoacmea",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum haustorium","UNID Notoacmea",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum haustorium","UNID Notoacmea",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum haustorium","UNID Notoacmea",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.1,0.1,"Unweighted",8.51498,-1.821691,1.431528,-1.224204,4988.944788,0.161752,4.185088,0.293991,0.560569836621532,0.368144037267945,3.43815653724988e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.1,0.1,"Weighted",8.686659,-1.855402,1.451905,-1.269778,5923.359324,0.15639,4.271244,0.280894,0.564703683289886,1.22410218851976,2.71109157345961e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.2,0.1,"Unweighted",8.260855,-1.798916,1.433347,-1.149486,3869.401896,0.165478,4.192707,0.3168,0.534970134296821,0.377752296598410,9.8090338074286e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.2,0.1,"Weighted",8.533493,-1.8411,1.452471,-1.225146,5082.169212,0.158643,4.273661,0.293715,0.548979708888571,1.23917654131362,4.48196679769808e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.3,0.1,"Unweighted",8.054698,-1.787301,1.409482,-1.066601,3148.551847,0.167411,4.093835,0.344176,0.533353534724620,0.372273965382784,2.41749309459749e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.3,0.1,"Weighted",8.408191,-1.833111,1.438658,-1.176481,4483.640301,0.159915,4.215034,0.308362,0.547619191456806,1.21030298072964,1.02612318642059e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.5,0.1,"Unweighted",8.021243,-1.726835,1.321386,-1.065504,3044.958905,0.177846,3.748615,0.344554,0.520606056709155,0.366681633030313,1.20706489248334e-09
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.5,0.1,"Weighted",8.371033,-1.798311,1.387682,-1.16856,4320.096055,0.165578,4.005555,0.310814,0.540327189231412,1.18177010579820,3.48354234347426e-10
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.8,0.1,"Unweighted",7.95134,-1.704949,1.254755,-1.020325,2839.377523,0.181782,3.50698,0.360478,0.52543431563759,0.36242247988323,2.07795780582387e-10
"Haustrum haustorium","Zeacumantus subcarinatus",NA,0.8,0.1,"Weighted",8.311352,-1.783647,1.356989,-1.142558,4069.810883,0.168024,3.88448,0.319002,0.542353201177726,1.15468376988191,6.60136389996069e-11
"Haustrum scobina","Aulacomya atra maoriana",NA,0.1,0.1,"Unweighted",4.80177,-0.079858,0.727167,-0.868053,121.725681,0.923248,2.06921,0.419768,0.577824874163403,0.265896262365425,0.196770020211888
"Haustrum scobina","Aulacomya atra maoriana",NA,0.1,0.1,"Weighted",3.341747,-0.285245,0.733573,-0.178622,28.26847,0.75183,2.082508,0.836422,0.614924587350767,0.556511039507783,0.159358122353557
"Haustrum scobina","Aulacomya atra maoriana",NA,0.2,0.1,"Unweighted",3.745549,-0.442969,0.926384,-0.354354,42.332247,0.642127,2.525362,0.701626,0.457874157588161,0.225837544132012,0.0936451746487319
